"ref_area.label","source.label","indicator.label","sex.label","classif1.label","time","obs_value","obs_status.label","note_classif.label","note_indicator.label","note_source.label"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2020",47.576,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2020",46.216,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2019",49.918,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2019",50.065,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2019",49.726,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2018",48.73,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2018",48.455,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2018",49.086,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2017",48.563,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2017",49.118,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2017",47.817,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2014",47.2,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2014",47.519,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2014",46.754,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2013",47.764,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2013",48.29,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2013",47.023,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2012",48.166,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2012",47.994,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2012",48.408,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2011",48.083,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2011",47.496,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2011",48.919,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2010",48.918,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2010",48.254,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2010",49.848,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2009",50.14,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2009",49.74,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2009",50.685,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2008",50.714,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2008",49.709,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2008",52.121,,,"Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC, based on what is stated in decrees 181/15 and 55/16, is undertaking the investigations required to ensure the regularity of data collection, processing and dissemination procedures.","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2006",55.684,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2006",54.156,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2006",57.793,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2005",58.462,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2005",56.812,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2005",60.757,,,,"Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2004",60.03,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2004",58.173,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Argentina","LFS - Permanent Household Survey, Urban","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2004",62.588,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2023",84.471,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2023",82.678,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2023",86.46,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2022",84.923,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2022",83.091,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2022",87.01,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2019",81.494,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2019",80.039,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2019",83.232,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2018",80.701,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2018",78.983,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2018",82.744,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2017",79.117,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2017",77.695,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2017",80.919,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2016",76.249,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2016",74.419,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","LFS - Continuous Employment Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2016",78.676,"Break in series",,"Break in series: Methodology revised","Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2015",84.088,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2015",82.914,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2015",85.737,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2014",85.215,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2014",84.589,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2014",86.014,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2013",80.434,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2013",79.041,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2013",82.198,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2012",82.126,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2012",80.958,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2012",83.617,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2011",83.363,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2011",81.604,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2011",85.59,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2009",84.162,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Male","Economic activity (Aggregate): Total","2009",82.821,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Female","Economic activity (Aggregate): Total","2009",85.819,,,,"Repository: ILO-STATISTICS - Micro data processing"
"Bolivia (Plurinational State of)","HIES - Household Survey","SDG indicator 8.3.1 - Proportion of informal employment in total employment by sex and sector (%)","Sex: Total","Economic activity (Aggregate): Total","2008",85.941,,,,"Repository: ILO-STATISTICS - Micro data processing"
